delay,freq,condition,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,textbox.text,button.numClicks,button.timesOn,button.timesOff,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,polygon.started,polygon.stopped,polygon_2.started,key_resp.started,trial.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,beep.started,sound_1.started,sound_1.stopped,beep.stopped,responses.started,text.started,textbox.started,button.started,responses.stopped,trials.textbox.text,trials.button.numClicks,trials.button.timesOn,trials.button.timesOff,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart
0.7,1000,exp,301,1,25,space,0.2890501,None,700,1,[2.049345300067216],[2.0493617000756785],25,1,301,11,1737.472177,,1737.45642,1737.472177,1738.471014,1738.471014,1738.471014,1738.772061,space,0.2890501,None,1738.773124,1739.48688,1739.819009,1739.784326,1739.784992,1739.819009,1739.819009,1739.819009,1741.868958,700,1,[2.049345300067216],[2.0493617000756785],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.4,1000,exp,302,2,25,space,0.4218312,None,400,1,[1.7989209999796003],[1.798936599981971],25,2,302,10,1741.884549,,1741.869418,1741.884549,1742.883918,1742.883918,1742.883918,1743.317267,space,0.4218312,None,1743.318333,1743.716346,1744.048145,1744.017368,1744.018043,1744.048145,1744.048145,1744.048145,1745.847641,400,1,[1.7989209999796003],[1.798936599981971],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.4,1000,exp,303,3,25,space,0.6575596,None,400,1,[2.6164528001099825],[2.6164651000872254],25,3,303,4,1745.864025,,1745.848132,1745.864025,1746.86329,1746.86329,1746.86329,1747.529717,space,0.6575596,None,1747.530781,1747.929346,1748.260172,1748.230212,1748.2309,1748.260172,1748.260172,1748.260172,1750.877132,400,1,[2.6164528001099825],[2.6164651000872254],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.7,400,unexp,304,4,25,space,2.2831345,None,400,1,[4.6816159000154585],[4.681625599972904],25,4,304,2,1750.892483,,1750.877503,1750.892483,1751.891424,1751.891424,1751.891424,1754.190156,space,2.2831345,None,1754.191217,1754.904996,1755.236422,1755.209285,1755.209962,1755.236422,1755.236422,1755.236422,1759.918477,400,1,[4.6816159000154585],[4.681625599972904],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.1,1000,exp,305,5,25,space,11.6726292,None,400,1,[2.133510999963619],[2.1335213999263942],25,5,305,3,1759.933666,,1759.918917,1759.933666,1760.9324,1760.9324,1760.9324,1772.62191,space,11.6726292,None,1772.623145,1772.737213,1773.06914,1773.034427,1773.035096,1773.06914,1773.06914,1773.06914,1775.2031,100,1,[2.133510999963619],[2.1335213999263942],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.1,400,unexp,306,6,25,space,0.1224624,None,700,1,[8.07627419999335],[8.07628250005655],25,6,306,0,1775.218389,,1775.203448,1775.218389,1776.217889,1776.217889,1776.217889,1776.350877,space,0.1224624,None,1776.351912,1776.450507,1776.782547,1776.747507,1776.748211,1776.782547,1776.782547,1776.782547,1784.859182,100,1,[8.07627419999335],[8.07628250005655],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.4,400,unexp,307,7,25,space,0.7790217,None,400,1,[2.59895510005299],[2.5989630999974906],25,7,307,1,1784.874338,,1784.859449,1784.874338,1785.89038,1785.87334,1785.87334,1786.656093,space,0.7790217,None,1786.656664,1787.055384,1787.370807,1787.354291,1787.354676,1787.370807,1787.370807,1787.370807,1789.970073,400,1,[2.59895510005299],[2.5989630999974906],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.7,1000,exp,308,8,25,space,0.3709827,None,700,1,[2.1663019999396056],[2.1663109000073746],25,8,308,5,1789.986534,,1789.970359,1789.986534,1791.001965,1790.98443,1790.98443,1791.368998,space,0.3709827,None,1791.369577,1792.083739,1792.399202,1792.378852,1792.379238,1792.399202,1792.399202,1792.399202,1794.565842,400,1,[2.1663019999396056],[2.1663109000073746],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.4,1000,exp,309,9,25,space,0.3804093,None,700,1,[2.350344399921596],[2.350353099987842],25,9,309,7,1794.580921,,1794.566111,1794.580921,1795.58069,1795.58069,1795.58069,1795.963841,space,0.3804093,None,1795.964424,1796.379529,1796.694723,1796.678737,1796.679126,1796.694723,1796.694723,1796.694723,1799.045379,700,1,[2.350344399921596],[2.350353099987842],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.1,1000,exp,310,10,25,space,0.5087809,None,400,1,[6.36290279997047],[6.362911299918778],25,10,310,6,1799.060243,,1799.045641,1799.060243,1800.076363,1800.059624,1800.059624,1800.575276,space,0.5087809,None,1800.575857,1800.675507,1800.990481,1800.975497,1800.975885,1800.990481,1800.990481,1800.990481,1807.353697,400,1,[6.36290279997047],[6.362911299918778],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.7,1000,exp,311,11,25,space,0.5319417,None,400,1,[2.5824059000005946],[2.5824143000645563],25,11,311,8,1807.36829,,1807.353966,1807.36829,1808.367809,1808.367809,1808.367809,1808.900616,space,0.5319417,None,1808.901202,1809.615996,1809.931808,1809.919124,1809.919521,1809.931808,1809.931808,1809.931808,1812.514522,400,1,[2.5824059000005946],[2.5824143000645563],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.4,1000,exp,312,0,26,space,0.2500412,None,400,1,[2.965665900032036],[2.9656740999780595],26,0,312,10,1812.530646,,1812.514787,1812.530646,1813.52996,1813.52996,1813.52996,1813.796205,space,0.2500412,None,1813.796791,1814.195327,1814.510876,1814.490616,1814.491002,1814.510876,1814.510876,1814.510876,1817.47687,400,1,[2.965665900032036],[2.9656740999780595],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.7,400,unexp,313,1,26,space,0.2586699,None,700,1,[2.6982732999604195],[2.6982817000243813],26,1,313,2,1817.491718,,1817.47713,1817.491718,1818.491811,1818.491811,1818.491811,1818.758293,space,0.2586699,None,1818.758889,1819.473353,1819.789289,1819.771097,1819.771484,1819.789289,1819.789289,1819.789289,1822.487886,700,1,[2.6982732999604195],[2.6982817000243813],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.7,1000,exp,314,2,26,space,0.2373873,None,700,1,[2.598799900035374],[2.59880860010162],26,2,314,11,1822.504701,,1822.488138,1822.504701,1823.519063,1823.503141,1823.503141,1823.752954,space,0.2373873,None,1823.753535,1824.452421,1824.784311,1824.754554,1824.754943,1824.784311,1824.784311,1824.784311,1827.383429,400,1,[2.598799900035374],[2.59880860010162],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.1,1000,exp,315,3,26,space,1.138737,None,700,1,[2.5485956999473274],[2.5486044000135735],26,3,315,9,1827.398766,,1827.383681,1827.398766,1828.398244,1828.398244,1828.398244,1829.546761,space,1.138737,None,1829.547343,1829.646834,1829.962439,1829.946608,1829.947008,1829.962439,1829.962439,1829.962439,1832.51136,100,1,[2.5485956999473274],[2.5486044000135735],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.7,1000,exp,316,4,26,space,0.2551751,None,700,1,[2.0501617999980226],[2.0501698999432847],26,4,316,5,1832.527405,,1832.511623,1832.527405,1833.54299,1833.526245,1833.526245,1833.793262,space,0.2551751,None,1833.793847,1834.509127,1834.823783,1834.81063,1834.811022,1834.823783,1834.823783,1834.823783,1836.874255,700,1,[2.0501617999980226],[2.0501698999432847],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.1,400,unexp,317,5,26,space,0.529819,None,700,1,[4.564657099894248],[4.564665399957448],26,5,317,0,1836.890248,,1836.874519,1836.890248,1837.905604,1837.888212,1837.888212,1838.421657,space,0.529819,None,1838.422235,1838.521228,1838.836447,1838.822873,1838.823261,1838.836447,1838.836447,1838.836447,1843.40143,100,1,[4.564657099894248],[4.564665399957448],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.4,1000,exp,318,6,26,space,0.2499567,None,700,1,[2.6161268999567255],[2.6161353000206873],26,6,318,4,1843.416708,,1843.401692,1843.416708,1844.41545,1844.41545,1844.41545,1844.666494,space,0.2499567,None,1844.667093,1845.08139,1845.396831,1845.382873,1845.383265,1845.396831,1845.396831,1845.396831,1848.013276,400,1,[2.6161268999567255],[2.6161353000206873],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.4,1000,exp,319,7,26,space,0.4988197,None,700,1,[1.6832815998932347],[1.6832901999587193],26,7,319,7,1848.028842,,1848.013545,1848.028842,1849.027744,1849.027744,1849.027744,1849.528222,space,0.4988197,None,1849.528825,1849.943903,1850.258755,1850.246454,1850.246842,1850.258755,1850.258755,1850.258755,1851.942343,400,1,[1.6832815998932347],[1.6832901999587193],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.1,1000,exp,320,8,26,space,0.2360496,None,700,1,[2.182838900014758],[2.182847799966112],26,8,320,3,1851.958504,,1851.94261,1851.958504,1852.957747,1852.957747,1852.957747,1853.20682,space,0.2360496,None,1853.207402,1853.306571,1853.622232,1853.605707,1853.606099,1853.622232,1853.622232,1853.622232,1855.805387,400,1,[2.182838900014758],[2.182847799966112],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.7,1000,exp,321,9,26,space,0.2771967,None,700,1,[1.2486285000341013],[1.2486369999824092],26,9,321,8,1855.820988,,1855.805641,1855.820988,1856.820181,1856.820181,1856.820181,1857.103209,space,0.2771967,None,1857.103795,1857.802938,1858.135518,1858.117525,1858.11795,1858.135518,1858.135518,1858.135518,1859.384459,700,1,[1.2486285000341013],[1.2486369999824092],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.1,1000,exp,322,10,26,space,0.227571,None,700,1,[2.3153805000474676],[2.315389099996537],26,10,322,6,1859.400671,,1859.384724,1859.400671,1860.399638,1860.399638,1860.399638,1860.632838,space,0.227571,None,1860.633429,1860.732277,1861.049018,1861.030063,1861.03045,1861.049018,1861.049018,1861.049018,1863.364733,100,1,[2.3153805000474676],[2.315389099996537],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.4,400,unexp,323,11,26,space,0.2340206,None,400,1,[1.7673217999981716],[1.767330399947241],26,11,323,1,1863.380247,,1863.364994,1863.380247,1864.396198,1864.379295,1864.379295,1864.628847,space,0.2340206,None,1864.629418,1865.027959,1865.343645,1865.330093,1865.330481,1865.343645,1865.343645,1865.343645,1867.11128,400,1,[1.7673217999981716],[1.767330399947241],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.7,1000,exp,324,0,27,space,0.1657654,None,700,1,[2.465394000057131],[2.4654026000062004],27,0,324,11,1867.126505,,1867.111541,1867.126505,1868.141784,1868.12598,1868.12598,1868.292882,space,0.1657654,None,1868.293479,1869.00746,1869.323687,1869.307892,1869.308295,1869.323687,1869.323687,1869.323687,1871.78941,700,1,[2.465394000057131],[2.4654026000062004],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.1,1000,exp,325,1,27,space,0.2511627,None,400,1,[1.9653060000855476],[1.9653143000323325],27,1,325,3,1871.805295,,1871.789662,1871.805295,1872.820437,1872.803777,1872.803777,1873.07077,space,0.2511627,None,1873.071365,1873.171136,1873.486948,1873.469949,1873.470321,1873.486948,1873.486948,1873.486948,1875.452578,100,1,[1.9653060000855476],[1.9653143000323325],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.4,1000,exp,326,2,27,space,0.2638162,None,700,1,[1.7174176999833435],[1.7174261999316514],27,2,326,7,1875.468472,,1875.452843,1875.468472,1876.467887,1876.467887,1876.467887,1876.734391,space,0.2638162,None,1876.734974,1877.149769,1877.465055,1877.450297,1877.450684,1877.465055,1877.465055,1877.465055,1879.18278,400,1,[1.7174176999833435],[1.7174261999316514],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.4,1000,exp,327,3,27,space,0.2700195,None,700,1,[1.9498678999952972],[1.9498767999466509],27,3,327,4,1879.198817,,1879.183046,1879.198817,1880.213096,1880.196961,1880.196961,1880.480234,space,0.2700195,None,1880.480813,1880.879291,1881.194875,1881.179349,1881.179735,1881.194875,1881.194875,1881.194875,1883.145075,700,1,[1.9498678999952972],[1.9498767999466509],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.1,400,unexp,328,4,27,space,0.4413744,None,700,1,[2.4159195999382064],[2.415928400005214],27,4,328,0,1883.161659,,1883.145327,1883.161659,1884.176028,1884.15984,1884.15984,1884.60968,space,0.4413744,None,1884.610252,1884.709039,1885.024415,1885.006549,1885.006951,1885.024415,1885.024415,1885.024415,1887.440649,100,1,[2.4159195999382064],[2.415928400005214],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.7,1000,exp,329,5,27,space,0.2513582,None,400,1,[1.5335716999834403],[1.5335800999309868],27,5,329,5,1887.456331,,1887.4409,1887.456331,1888.472278,1888.455787,1888.455787,1888.722765,space,0.2513582,None,1888.723346,1889.438345,1889.753105,1889.734509,1889.734937,1889.753105,1889.753105,1889.753105,1891.286986,400,1,[1.5335716999834403],[1.5335800999309868],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.4,400,unexp,330,6,27,space,0.2454128,None,400,1,[1.9831405999138951],[1.9831488999770954],27,6,330,1,1891.302841,,1891.287255,1891.302841,1892.302277,1892.302277,1892.302277,1892.552272,space,0.2454128,None,1892.552845,1892.951603,1893.300039,1893.266978,1893.267495,1893.300039,1893.300039,1893.300039,1895.283492,400,1,[1.9831405999138951],[1.9831488999770954],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.7,1000,exp,331,7,27,space,0.1620931,None,400,1,[1.8000795999541879],[1.8000879999017343],27,7,331,8,1895.299254,,1895.283752,1895.299254,1896.298162,1896.298162,1896.298162,1896.464755,space,0.1620931,None,1896.465341,1897.18028,1897.495498,1897.481549,1897.481937,1897.495498,1897.495498,1897.495498,1899.295883,700,1,[1.8000795999541879],[1.8000879999017343],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.1,1000,exp,332,8,27,space,0.2825682,None,700,1,[2.8651039000833407],[2.8651122000301257],27,8,332,9,1899.311625,,1899.296149,1899.311625,1900.310277,1900.310277,1900.310277,1900.594431,space,0.2825682,None,1900.595052,1900.709464,1901.025894,1901.008829,1901.009217,1901.025894,1901.025894,1901.025894,1903.891302,100,1,[2.8651039000833407],[2.8651122000301257],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.1,1000,exp,333,9,27,space,0.2895154,None,100,1,[2.0998751000734046],[2.0998838000232354],27,9,333,6,1903.907453,,1903.891569,1903.907453,1904.906679,1904.906679,1904.906679,1905.206124,space,0.2895154,None,1905.206703,1905.305923,1905.621541,1905.607604,1905.60797,1905.621541,1905.621541,1905.621541,1907.721734,100,1,[2.0998751000734046],[2.0998838000232354],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.7,400,unexp,334,10,27,space,0.3534115,None,400,1,[2.731886300025508],[2.7318942000856623],27,10,334,2,1907.736791,,1907.721997,1907.736791,1908.752542,1908.735617,1908.735617,1909.102738,space,0.3534115,None,1909.103347,1909.818249,1910.14997,1910.121228,1910.121592,1910.14997,1910.14997,1910.14997,1912.882182,400,1,[2.731886300025508],[2.7318942000856623],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.4,1000,exp,335,11,27,space,0.7779357,None,400,1,[3.3643496999284253],[3.3643581999931484],27,11,335,10,1912.897665,,1912.882408,1912.897665,1913.897856,1913.897856,1913.897856,1914.680751,space,0.7779357,None,1914.681332,1915.095987,1915.42857,1915.399201,1915.39959,1915.42857,1915.42857,1915.42857,1918.79323,400,1,[3.3643496999284253],[3.3643581999931484],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.7,1000,exp,336,0,28,space,0.7049188,None,100,1,[1.9839741999749094],[1.9839824000373483],28,0,336,8,1918.80898,,1918.793497,1918.80898,1919.807394,1919.807394,1919.807394,1920.523908,space,0.7049188,None,1920.524495,1921.223042,1921.538221,1921.524648,1921.525051,1921.538221,1921.538221,1921.538221,1923.522515,700,1,[1.9839741999749094],[1.9839824000373483],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.1,1000,exp,337,1,28,space,0.3897667,None,700,1,[1.8672850999282673],[1.867293499992229],28,1,337,9,1923.537886,,1923.522789,1923.537886,1924.536613,1924.536613,1924.536613,1924.936064,space,0.3897667,None,1924.93665,1925.036053,1925.351554,1925.336201,1925.336593,1925.351554,1925.351554,1925.351554,1927.219145,100,1,[1.8672850999282673],[1.867293499992229],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.4,1000,exp,338,2,28,space,0.3496004,None,700,1,[1.733268199954182],[1.7332776000257581],28,2,338,10,1927.234498,,1927.2194,1927.234498,1928.249069,1928.233013,1928.233013,1928.583048,space,0.3496004,None,1928.583624,1928.982604,1929.297298,1929.276419,1929.276792,1929.297298,1929.297298,1929.297298,1931.030889,400,1,[1.733268199954182],[1.7332776000257581],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.7,1000,exp,339,3,28,space,0.5069726,None,700,1,[2.5318059000419453],[2.531814399990253],28,3,339,11,1931.047287,,1931.031139,1931.047287,1932.062792,1932.046193,1932.046193,1932.562219,space,0.5069726,None,1932.562801,1933.278128,1933.593726,1933.574744,1933.575187,1933.593726,1933.593726,1933.593726,1936.125848,700,1,[2.5318059000419453],[2.531814399990253],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.1,1000,exp,340,4,28,space,0.9449096,None,400,1,[2.0163837999571115],[2.0163929000264034],28,4,340,6,1936.142368,,1936.1261,1936.142368,1937.157751,1937.140681,1937.140681,1938.089916,space,0.9449096,None,1938.0905,1938.189223,1938.504953,1938.4846,1938.484969,1938.504953,1938.504953,1938.504953,1940.521668,400,1,[2.0163837999571115],[2.0163929000264034],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.7,1000,exp,341,5,28,space,0.4626974,None,400,1,[2.532677000039257],[2.5326853001024574],28,5,341,5,1940.538091,,1940.52193,1940.538091,1941.55317,1941.536015,1941.536015,1942.002604,space,0.4626974,None,1942.003181,1942.719093,1943.03384,1943.017381,1943.017771,1943.03384,1943.03384,1943.03384,1945.566838,700,1,[2.532677000039257],[2.5326853001024574],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.4,1000,exp,342,6,28,space,0.5734502,None,400,1,[2.449316499987617],[2.4493253000546247],28,6,342,7,1945.583432,,1945.567102,1945.583432,1946.598038,1946.581039,1946.581039,1947.164906,space,0.5734502,None,1947.165488,1947.580123,1947.896347,1947.878626,1947.879017,1947.896347,1947.896347,1947.896347,1950.345993,100,1,[2.449316499987617],[2.4493253000546247],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.4,1000,exp,343,7,28,space,0.6167846,None,700,1,[1.7660762999439612],[1.7660845998907462],28,7,343,4,1950.361266,,1950.346252,1950.361266,1951.359737,1951.359737,1951.359737,1951.992975,space,0.6167846,None,1951.993575,1952.392328,1952.708626,1952.688271,1952.688664,1952.708626,1952.708626,1952.708626,1954.475044,400,1,[1.7660762999439612],[1.7660845998907462],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.7,400,unexp,344,8,28,space,0.5841466,None,700,1,[2.848100999952294],[2.8481096999021247],28,8,344,2,1954.490637,,1954.475307,1954.490637,1955.488897,1955.488897,1955.488897,1956.089185,space,0.5841466,None,1956.089761,1956.805253,1957.137616,1957.109425,1957.109799,1957.137616,1957.137616,1957.137616,1959.986023,400,1,[2.848100999952294],[2.8481096999021247],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.4,400,unexp,345,9,28,space,0.5397857,None,700,1,[2.0004484999226406],[2.000456799985841],28,9,345,1,1960.001224,,1959.986287,1960.001224,1961.000838,1961.000838,1961.000838,1961.550683,space,0.5397857,None,1961.551259,1961.965786,1962.298527,1962.270472,1962.270863,1962.298527,1962.298527,1962.298527,1964.299294,700,1,[2.0004484999226406],[2.000456799985841],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.1,1000,exp,346,10,28,space,0.4959171,None,400,1,[2.450595800066367],[2.450604400015436],28,10,346,3,1964.313811,,1964.299553,1964.313811,1965.312589,1965.312589,1965.312589,1965.81286,space,0.4959171,None,1965.81344,1965.912966,1966.227764,1966.207439,1966.207825,1966.227764,1966.227764,1966.227764,1968.67868,100,1,[2.450595800066367],[2.450604400015436],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.1,400,unexp,347,11,28,space,0.3152235,None,700,1,[2.5150516000576317],[2.515060600009747],28,11,347,0,1968.693146,,1968.67894,1968.693146,1969.708579,1969.69318,1969.69318,1970.025412,space,0.3152235,None,1970.025989,1970.125437,1970.457454,1970.428309,1970.428697,1970.457454,1970.457454,1970.457454,1972.972867,100,1,[2.5150516000576317],[2.515060600009747],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.1,1000,exp,348,0,29,space,1.0323657,None,700,1,[3.4812967000762],[3.4813055000267923],29,0,348,6,1972.989917,,1972.973122,1972.989917,1974.004761,1973.987893,1973.987893,1975.036648,space,1.0323657,None,1975.037225,1975.13668,1975.452002,1975.436363,1975.436749,1975.452002,1975.452002,1975.452002,1978.933625,100,1,[3.4812967000762],[3.4813055000267923],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.1,1000,exp,349,1,29,space,1.8448405,None,700,1,[2.5317425000248477],[2.531750699970871],29,1,349,3,1978.949325,,1978.933889,1978.949325,1979.94815,1979.94815,1979.94815,1981.797148,space,1.8448405,None,1981.797736,1981.897021,1982.212603,1982.193577,1982.193997,1982.212603,1982.212603,1982.212603,1984.744657,100,1,[2.5317425000248477],[2.531750699970871],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.4,1000,exp,350,2,29,space,0.301097,None,700,1,[2.2318433000473306],[2.2318521999986842],29,2,350,10,1984.760788,,1984.744934,1984.760788,1985.75988,1985.75988,1985.75988,1986.075941,space,0.301097,None,1986.076522,1986.475553,1986.79153,1986.771882,1986.772311,1986.79153,1986.79153,1986.79153,1989.023734,400,1,[2.2318433000473306],[2.2318521999986842],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.7,400,unexp,351,3,29,space,0.2805162,None,400,1,[2.000675000017509],[2.0006831999635324],29,3,351,2,1989.039125,,1989.023997,1989.039125,1990.038346,1990.038346,1990.038346,1990.322846,space,0.2805162,None,1990.323415,1991.037099,1991.353139,1991.336457,1991.33685,1991.353139,1991.353139,1991.353139,1993.354132,700,1,[2.000675000017509],[2.0006831999635324],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.4,1000,exp,352,4,29,space,0.402207,None,700,1,[2.100191899924539],[2.1002008999930695],29,4,352,7,1993.369073,,1993.354417,1993.369073,1994.367947,1994.367947,1994.367947,1994.784013,space,0.402207,None,1994.784747,1995.200751,1995.515657,1995.498383,1995.498771,1995.515657,1995.515657,1995.515657,1997.616181,400,1,[2.100191899924539],[2.1002008999930695],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.7,1000,exp,353,5,29,space,1.2895383,None,700,1,[2.7487602999899536],[2.7487686999375],29,5,353,8,1997.630806,,1997.616447,1997.630806,1998.630194,1998.630194,1998.630194,1999.929113,space,1.2895383,None,1999.929696,2000.628989,2000.943452,2000.924933,2000.925371,2000.943452,2000.943452,2000.943452,2003.692529,400,1,[2.7487602999899536],[2.7487686999375],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
0.1,1000,exp,354,6,29,space,0.4957272,None,700,1,[1.9994078000308946],[1.9994164999807253],29,6,354,9,2003.708414,,2003.692823,2003.708414,2004.724456,2004.707048,2004.707048,2005.206893,space,0.4957272,None,2005.207523,2005.306492,2005.622615,2005.607151,2005.607537,2005.622615,2005.622615,2005.622615,2007.622386,400,1,[1.9994078000308946],[1.9994164999807253],participant 1,1,2025-11-11_12h36.49.344,intentional binding task,,2025.1.1,59.68934085,2025-11-11 12h37.13.436886 +0530
